elapsed_seconds,hr,hr_expected,hr_effective,drift_est,P_virtual,P_virtual_60s,speed_kmh_clean,grade_roll_120s,corr_active
1740.0,155.0,148.14225183682805,155.0,7.326748288227666,40.29137550034163,44.51117242987422,24.5313,-0.005524350546864468,0
1745.0,153.71428571428572,149.31878707447294,153.71428571428572,7.326748288227666,34.20286258605393,43.15029566096958,24.18454285714286,-0.005908256260125013,0
1750.0,152.42857142857142,149.3437396796342,152.42857142857142,7.326748288227666,25.31187467124723,41.16269844715813,23.65122857142857,-0.006320298332355505,0
1755.0,151.14285714285714,149.48186004799237,151.14285714285714,7.326748288227666,9.277829959892138,38.024405332953584,23.117914285714285,-0.006816037319271069,0
1760.0,149.85714285714286,149.48186004799237,149.85714285714286,7.326748288227666,0.0,34.280682921590135,22.584600000000002,-0.007435313743751236,0
1765.0,148.57142857142858,149.63126638275264,148.57142857142858,7.326748288227666,0.0,30.592776734708384,22.05128571428571,-0.008289297827719437,0
1770.0,147.28571428571428,149.63126638275264,147.28571428571428,7.326748288227666,0.0,26.926579660022853,22.045114285714284,-0.010036692287800013,0
1775.0,146.0,149.63126638275264,146.0,7.326748288227666,0.0,23.281234889672078,22.045114285714284,-0.011776732657795571,0
1780.0,146.0,149.63126638275264,146.0,7.326748288227666,0.0,19.61388715306256,22.045114285714284,-0.013243751096408176,0
1785.0,147.0,149.31878707447294,147.0,7.326748288227666,0.0,15.901162917984559,24.185249999999996,-0.013611911798008886,0
1790.0,148.0,147.96653235699011,148.0,7.326748288227666,29.98998786777124,14.911787757565799,27.94455,-0.013743903910772265,0
1795.0,149.0,147.9761564783833,149.0,7.326748288227666,49.31070140011731,15.698719332118623,30.27375,-0.013792380409150875,0
1800.0,150.0,147.9761564783833,150.0,7.326748288227666,68.39058600092307,18.040320207167074,31.172849999999997,-0.013784660726245103,0
1805.0,151.0,147.9761564783833,151.0,7.326748288227666,88.73735134747668,22.58486093728564,31.6539,-0.01372597045300696,0
1810.0,152.0,147.96648874696905,152.0,7.326748288227666,106.78482900327026,29.374273798287557,31.716900000000003,-0.013643292878587059,0
1815.0,152.0,147.22910145301083,152.0,7.326748288227666,116.13206871029604,38.27879369415455,31.9428,-0.013573489592999746,0
1820.0,151.5,146.48106965489205,151.5,7.326748288227666,121.71177129011078,48.421441301663776,31.9428,-0.013502390057170697,0
1825.0,151.0,146.48106965489205,151.0,7.326748288227666,129.17011973168871,59.18561794597118,31.9428,-0.013403566908134087,0
1830.0,150.0,146.44875886745808,150.0,7.326748288227666,134.94710657198763,70.43121016030348,31.8798,-0.013278425364146217,0
1835.0,151.5,146.14687875382916,151.5,7.326748288227666,136.47562898893747,81.80417924271494,31.590899999999998,-0.013141797058608469,0
1840.0,153.0,145.392460419826,153.0,7.326748288227666,138.90313891102485,93.37944081863367,31.527900000000002,-0.012990493043331436,0
1845.0,153.0,145.07649212013555,153.0,7.326748288227666,143.24040155701545,105.31614094838496,31.4334,-0.012809928993039614,0
1850.0,153.0,145.13567542609698,153.0,7.326748288227666,145.9148664557337,114.97654749738183,31.1571,-0.012580819695881693,0
1855.0,153.0,145.0629188263442,153.0,7.326748288227666,142.9706635461043,122.78154434288074,30.8808,-0.012338115509862782,0
1860.0,152.5,145.4642477641301,152.5,7.326748288227666,141.9419043741922,128.91082087398652,30.742649999999998,-0.01208800535546579,0
1865.0,152.0,145.61019345080183,152.0,7.326748288227666,144.1670310346657,133.52996084791894,30.667499999999997,-0.011767004647437166,0
1870.0,152.5,146.22843780980773,152.5,7.326748288227666,143.82244995465723,136.6164292605345,30.592349999999996,-0.011373176169390238,0
1875.0,153.0,146.22843780980773,153.0,7.326748288227666,140.74536771057586,138.66753751055782,30.592349999999996,-0.010873379544322569,0
1880.0,153.0,146.23039916105873,153.0,7.326748288227666,139.04432786441035,140.1119172250828,30.3444,-0.010208179456910086,0
1885.0,153.0,146.20256211118988,153.0,7.326748288227666,140.74520753089362,141.07650787501652,30.3156,-0.009241755372494616,0
1890.0,153.25,146.20256211118988,153.25,7.326748288227666,141.66587123063957,141.6364049299042,30.3156,-0.00734431163019465,0
1895.0,153.5,146.20256211118988,153.5,7.326748288227666,141.25845675027256,142.03497391001545,30.3156,-0.00542463282943425,0
1900.0,153.25,146.48570948323558,153.25,7.326748288227666,141.77347801014628,142.27416883494223,30.879,-0.0037613714590635605,0
1905.0,153.0,146.48570948323558,153.0,7.326748288227666,143.74997078363793,142.3166329371608,31.5882,-0.0031883563832817378,0
1910.0,153.0,146.48570948323558,153.0,7.326748288227666,146.6292098735547,142.37616155531254,31.7502,-0.0028526513648035445,0
1915.0,153.0,146.48570948323558,153.0,7.326748288227666,149.60984941431084,142.92942704432974,31.7502,-0.002598917458030565,0
1920.0,154.0,146.48570948323558,154.0,7.326748288227666,152.4611429865538,143.80603026202655,31.7502,-0.0024008320358921992,0
1925.0,154.5,146.48570948323558,154.5,7.326748288227666,154.77282494042925,144.68984642084015,31.4973,-0.0022459032130417106,0
1930.0,155.0,146.48570948323558,155.0,7.326748288227666,157.0866775800946,145.79519872295995,31.2471,-0.0020927742017994495,0
1935.0,154.0,146.48570948323558,154.0,7.326748288227666,158.02151571692636,147.23487772348915,30.587400000000002,-0.0018895715982706178,0
1940.0,154.0,146.4956506450669,154.0,7.326748288227666,154.21115433237682,148.49877992915302,29.374200000000002,-0.0016646726681132779,0
1945.0,154.0,146.4955043433827,154.0,7.326748288227666,146.33455593184712,148.9645589625658,28.017,-0.0014637934533831146,0
1950.0,154.0,146.48315148925363,154.0,7.326748288227666,141.35285023409588,148.9384738795205,26.7723,-0.001256226221886247,0
1955.0,154.0,147.18886517056112,154.0,7.326748288227666,141.35650170920874,148.9466442927652,26.060100000000002,-0.000989692946890615,0
1960.0,153.66666666666666,147.59513365793467,153.66666666666666,7.326748288227666,141.75177916060036,148.94483605530303,26.060100000000002,-0.0006710267693860574,0
1965.0,153.33333333333334,147.77210077218737,153.33333333333334,7.326748288227666,147.26961960991946,149.23814012415983,26.060100000000002,-0.00028787522534681943,0
1970.0,153.0,147.87286376479952,145.67325171177234,7.326748288227666,152.05575794576032,149.6903524635103,26.124000000000002,0.00014629852005129324,1
1975.0,152.0,147.8246815071639,144.67325171177234,7.326748288227666,152.52997205310078,149.9336960167428,27.1278,0.0005999174299618659,1
1980.0,152.0,147.8246815071639,144.67325171177234,7.326748288227666,147.04570862871108,149.4824098202559,28.7604,0.0009802359227675866,1
1985.0,152.5,147.8246815071639,145.17325171177234,7.326748288227666,142.38027904052012,148.44969766193012,29.6271,0.0012567679732737092,1
1990.0,153.0,147.8246815071639,145.67325171177234,7.326748288227666,136.2464744328512,146.7130140663265,29.6829,0.0014359725739809068,1
1995.0,153.0,147.8246815071639,145.72748796796284,7.272512032037146,133.27908730816773,144.65114503226332,29.7963,0.0015569923504228731,1
2000.0,152.75,147.8246815071639,145.5366183177486,7.21338168225139,130.33000772608878,142.6610494817393,29.92455,0.0016123824306943776,1
2005.0,152.5,147.70537832791882,145.3475378293086,7.152462170691404,132.71604696176485,141.52617373423246,30.01005,0.001630186346082781,1
2010.0,152.75,147.70537832791882,145.65068435307958,7.0993156469204175,136.06601700707537,141.08560429864738,30.09735,0.0016415343942841488,1
2015.0,153.0,147.70537832791882,145.94625221375628,7.053747786243705,142.81033797504762,141.20675732080065,30.27195,0.0016849577752813918,1
2020.0,153.5,147.8246815071639,146.4811634573972,7.018836542602784,153.32141920325483,142.17089399102184,30.5514,0.001782970787721651,1
2025.0,154.0,147.8246815071639,147.0027019199471,6.997298080052887,158.37924251776482,143.09669590000894,30.6684,0.0019013127211930448,1
2030.0,155.0,147.8246815071639,147.99870192093326,7.001298079066736,160.14455353212128,143.77076219887238,30.7593,0.002019844852579792,1
2035.0,155.0,147.8246815071639,147.99480192189475,7.005198078105239,162.91161198628694,144.6358988599712,30.847499999999997,0.0021445675017092137,1
2040.0,155.0,147.8246815071639,147.99099942283223,7.009000577167779,164.9824314189266,146.13062575915583,30.9384,0.002272083369038722,1
2045.0,155.0,147.8246815071639,147.98729198624625,7.012708013753755,161.71708672847353,147.74202639981863,30.9384,0.0023724616013251886,1
2050.0,155.0,147.8246815071639,147.98367723557493,7.016322764425083,155.88400452820073,149.37848724109776,31.284,0.002419090112942674,1
2055.0,155.0,147.8246815071639,147.98015285367038,7.019847146329627,153.5199300706856,151.06522413797424,31.406399999999998,0.0024234043254966193,1
2060.0,155.0,147.8246815071639,147.97671658131344,7.023283418686558,152.02875705354097,152.87345324859527,31.406399999999998,0.0024023981533195025,1
2065.0,155.0,147.8246815071639,147.97336621576542,7.026633784234565,152.05283659561735,154.48485238474964,31.406399999999998,0.002374362141177183,1
2070.0,154.5,147.8246815071639,147.48259960935613,7.017400390643873,152.11474786308526,155.82224662275047,30.975299999999997,0.002314265121609629,1
